,gender,age,id,became_member_on,income
2999,,118,946939f5ad7344ff87232f453d112f07,09/19/2015,
3010,,118,986856bfc2d14662be276f396431cf47,04/28/2018,
3022,,118,ec8f1f9e6efe4a20969ef2345a16e95c,04/15/2018,
3027,,118,295698c734bb4aa9a77b8986670d723f,09/17/2017,
3031,,118,cc5acecea5ce4cae8b4529d418993f00,07/14/2017,
3035,,118,b7724737a4184c609f7b5075d0865d63,07/02/2017,
3047,,118,fda264de6e3a45688f251167331d893a,10/09/2015,
3051,,118,c095dad5bf3a452389143ab4b864f10b,07/27/2016,
3063,,118,d8763ecf77d24d01bc71ead3dd775365,10/02/2015,
3064,,118,8adef45dbe5c4a3da4e351045e86be3d,08/15/2016,
3066,,118,03361f5f681e46ad97796d52caf9afa2,08/11/2016,
3074,,118,81a6b5a34a204d8081676f1cab19a8d8,07/10/2016,
3091,,118,8f26a78925e24c22a03dc134fb44fc4b,11/13/2015,
3098,,118,3df7d9de211f4295aa4777bb0c20516b,09/19/2016,
3110,,118,c9e985e8988f49d29b57b046a07ce995,05/11/2017,
3118,,118,1d54459b668046bfb79c0298ecb88007,01/26/2017,
3119,,118,efac38533e68478898f6903a0abd7b58,06/04/2018,
3122,,118,bc98025ca6a1476887adb6ab925e8b0f,08/15/2017,
3123,,118,aab991c762f240d28ba259bde064aa44,01/29/2016,
3139,,118,676ee3fbf66b46078484ecaa99bc8d1a,11/22/2015,
3142,,118,f197a69edba247e4a43a1b78b3fd46da,01/16/2017,
3144,,118,3a15cd6816e7422ea64bc720130500e3,03/27/2016,
3146,,118,4945fdebd4484357b43da1181e203706,02/26/2016,
3150,,118,e72f808089f5456cb4df77343a95495c,12/05/2017,
3154,,118,08c3111fd2a14bcdabcedbabde4ec93a,09/25/2017,
3160,,118,9fb1b91b4b6c4bdba8b2d79a807743a4,07/01/2016,
3169,,118,a185ffa762294ed0b1f33df8c88ac242,11/12/2015,
3173,,118,7f202eb46e3140f4995f8718471400be,10/18/2015,
3181,,118,2bac7b1a8ffe4fb8bb3be7f06d8f0db4,09/21/2017,
3204,,118,8f82848007d649a5bb278dcf5df58acc,01/10/2018,
3207,,118,92839af159c04127b655ee076afe2f6c,03/22/2017,
3211,,118,1db3570ae60246d9ab96bf03f04b1baf,09/07/2017,
3213,,118,0069a50874d846438e58acff5e594725,05/03/2016,
3217,,118,e2a64c06c0c34d578aea58f0123d59f1,06/23/2017,
3230,,118,8f0d8c7a45924f688c140dd9fe4db0b4,03/13/2016,
3231,,118,436c610d0637412f8cc101b6e5b4b52a,03/06/2017,
3238,,118,944dfb1ad047453ab8db462d88e6babd,08/03/2017,
3242,,118,e8db8c4fb4fd40119ebe05310de8cca7,08/26/2015,
3244,,118,2c598928868943b0aad98901a279db24,11/04/2017,
3255,,118,960a8e7be0104a79985eec96cc72c774,05/06/2017,
3257,,118,a79aa009c6f74b58b6918dd73e7bafd7,04/20/2016,
3261,,118,438a2b144d774516a3ac79d50246d7d5,09/01/2017,
3262,,118,169a67c164814dabad8bb7c54fb1cc77,03/30/2017,
3266,,118,055a2a48b6f84b5ba3427e05e6beeb3f,02/15/2016,
3269,,118,cc45d9155aac463d9ce1b33b260be9f9,08/02/2017,
3278,,118,7cf4c19a756644b08d9d82d2d7f9c46d,04/30/2017,
3279,,118,a13cf656543040d89b857709ed97c25b,09/30/2015,
3289,,118,788db6a5814247e38bac0a3c0c56ec96,08/10/2015,
3307,,118,cd0d864ba44f4ab98071dc7775ce1c5d,09/26/2015,
3314,,118,f03a05fddf2543ffb1764a11e92739b9,12/21/2016,
3317,,118,012ee55a90bd4d969b0d0cdfaffdf6ab,12/11/2017,
3325,,118,3083b4b83d3c436d90fb41297da0e9d3,04/07/2017,
3326,,118,3757c06385b24817a689b92c9b76ecb2,12/25/2017,
3328,,118,0a5ecb5b15fa464b8a2f1cb3bcba284c,06/02/2016,
3332,,118,8fdb780cf1844206bd605313965cacf9,12/11/2016,
3342,,118,6ce4e45df1db4cda95341f6b7ac18f42,10/14/2017,
3355,,118,8614aba093c549c9a9d38e212588763b,01/16/2018,
3356,,118,57b6daacc3d746f68e57bb2180b6f8a1,06/12/2016,
3357,,118,fc86f8092ded4a768a235b5c3191d415,06/14/2017,
3372,,118,9c1f78d1685446f5ba41c2ed13f6b039,01/14/2018,
3375,,118,02f446e152254ab7b01e29698932dd01,06/06/2017,
3379,,118,556a14158b7e4d1ea2f7a4e2d9a8dd2f,10/07/2015,
3383,,118,cfb8760657e4456da7a7627ce13db343,04/19/2018,
3390,,118,a2283670ca414cde98a2843790a13410,01/01/2018,
3393,,118,c4196572916f4e7a8a5e6b0c18c7dd40,08/02/2017,
3402,,118,b9a04a1d30fb4373883c775e8c76dfa2,11/23/2016,
3430,,118,11fff2c68123408b93e01ea1deece057,01/17/2018,
3431,,118,a45eed4f2f9640fca6bf0975b63d1551,08/04/2017,
3433,,118,3f9fa22178894f38beed3d7b0efbe405,10/16/2017,
3442,,118,f8a0d2e3a8464ce3929391a5f2b2ddb2,12/18/2017,
3446,,118,654c2a9ec95e4cbfb68afd7f3fe53159,06/22/2018,
3458,,118,597760e0272a460cbc840b471d768427,04/08/2017,
3463,,118,253154f26d2c4201aaed2192bdbbd8dc,07/29/2016,
3483,,118,d4309b7d75174eaa8115f4357b28cd98,09/17/2017,
3491,,118,f02fa2294c24490db75354d38a1eabad,04/21/2016,
3494,,118,da5724d9ac2c45feaa532cdfd4f1ec4a,04/14/2018,
3498,,118,5e940120796c4804ae4a5e1f30838acd,05/12/2014,
3502,,118,dd37f142a5354f539b2f246cd5a4a6d3,05/24/2015,
3510,,118,a94d4b0cca4d47128920f66a5286431d,03/31/2018,
3516,,118,03ae3b023c2540f4969b64b633be5ede,01/01/2018,
3521,,118,75da6707b8824502852123cf9e6d353e,05/17/2018,
3525,,118,f04c9064ecfe4852991fc510428c7e5b,06/24/2018,
3529,,118,392bd914245349489e4972fb7e4ce86d,12/30/2017,
3542,,118,8f8e6021ca784840b5c77a7e9647c751,12/04/2016,
3558,,118,56b1a70016c74f6db9376a33cb423dd5,10/21/2015,
3562,,118,784ccc2dee1b41c2b19f3c85bb9cf634,10/30/2017,
3564,,118,3cbbefdc6db148d88acf8944bd77c48d,07/12/2016,
3567,,118,239ad0b3580a4ae49b3bd9fb9f56d138,03/21/2016,
3568,,118,89ff2eb181e942aab88a65447295cc83,10/13/2017,
3576,,118,15ae7f0b5e9e4ca9bea76bd42644e0b2,03/04/2018,
3579,,118,8e41b43818f144b784fc64fe8c27d3e7,11/08/2017,
3581,,118,3977011340cf47d08a23c4b3d6f6aef6,01/28/2016,
3594,,118,bc05b86875da4bcb91338e2bde229a75,08/31/2017,
3604,,118,52373a9fea6348d583b6e4fb8c20e34a,03/31/2016,
3619,,118,2e9e3cfa14dc4500a10932838444f0ca,09/26/2016,
3645,,118,343543ae92b8457d924cd7a8eaa7a955,12/20/2015,
3646,,118,dbdb5eb514cb4b94a49be1e888ef7250,08/27/2017,
3651,,118,9f3a4c78181f4a138f0130ea027a2f3d,04/04/2018,
3652,,118,c95f9e4a135a47c88af6b0e86887cb3b,06/13/2018,
3666,,118,12da1e886d0c405299369ee3f0d975e1,02/15/2018,
3669,,118,3177d2d794b94e2097125b31a92c4c38,03/14/2016,
3676,,118,e5f2af92edfe4dfa8956cc29a5567b11,09/28/2015,
3687,,118,9f63154156e745988a670e4c3fe29249,04/07/2018,
3689,,118,2e5aa7325eaa42089d72d655aa7ae282,07/04/2018,
3697,,118,66c6a0c7d2cb49cc958c76ea136c944d,09/12/2017,
3709,,118,3af266992b2448599ace40a81088a951,01/30/2015,
3714,,118,7ede12164ac7489eb5b4f607b87977f4,08/20/2017,
3719,,118,f97fb524ef4e46e3937cf3bf6b47fdda,02/07/2017,
3727,,118,aef607d8b1d14eb68196f438c5d8bbf5,10/05/2017,
3728,,118,f660a1217750485a9f2f36fd929b5575,01/05/2018,
3732,,118,771f341037bb41e49d1ce4ed096b3488,11/21/2017,
3733,,118,2a2434a742fc40df952c536485bb205a,09/13/2016,
3746,,118,3d02345581554e81b7b289ab5e288078,01/27/2017,
3757,,118,7df6d44d1ecb46b59fa09e1e3fb57ebc,03/01/2018,
3764,,118,7979224ed8ca46a7be6112db5f498986,01/06/2018,
3778,,118,bc8cf9f0276542c59fedf4878bedb069,08/23/2017,
3781,,118,bd5b31dca4a94430a759aa9c4e89daeb,05/03/2018,
3783,,118,7d116e81569d46299471c18a615feea9,01/07/2016,
3786,,118,2e54d5a59bee47a6a05df0ba65654deb,11/30/2017,
3796,,118,a768ea97df544316afa7184273e13152,06/25/2017,
3801,,118,03833a1fe27f4435917da7e54c6fa48a,03/23/2018,
3811,,118,744d04231e5046b98fb7ca1544f6e259,04/17/2018,
3816,,118,ce7cdd9de40f4c34ade7b7b53ffd77ee,10/06/2017,
3828,,118,2c66aa7a1fff4f0d84f69a40eea5e8f6,02/20/2018,
3835,,118,307f96a6ea9d40daa5978bf244dcd735,12/05/2017,
3836,,118,3ebc60e3aaaa41039128482c7296da53,02/07/2017,
3853,,118,a0661ae79ac14d6aaa6a512c33bb9dea,07/21/2018,
3862,,118,6932f4c26a0448849fc72612bdb9f6ad,09/01/2017,
3874,,118,c2dedd3d38044d9492060c4f4952ad5f,12/04/2014,
3880,,118,6f8046e4e6c14ea699cfb964d67f5e4f,12/30/2017,
3883,,118,8a786fa0da254df79cda216055c8fc4c,08/18/2016,
3888,,118,9a98ee297491498b97ada808e2e7f3c1,10/01/2017,
3892,,118,68847bcfe23c4f7681e82e98d22d0b23,01/01/2017,
3893,,118,06ca908ab8624ea7af1ed69068b47155,04/07/2018,
3904,,118,d25c574922054a82b1bcab0a0ea3cca2,02/25/2016,
3923,,118,310c21b205154ec9aa121262cce0d30b,12/13/2017,
3932,,118,a4d4393d96a3456bb68a434973ad9b47,09/17/2017,
3940,,118,8582150967d2440e93a857b4ef460f43,03/11/2018,
3941,,118,6ad46e5e66a544d8b132562d45572117,09/12/2017,
3947,,118,10814621208d42cd98eead9ea704eb47,01/09/2018,
3967,,118,3f9ffd2f4d14467b8aada5f88ed06c10,08/01/2015,
3977,,118,95698c2e53b247b492fdc3a96ac75d58,09/08/2017,
3978,,118,07c0543d781742cb94db14afb1420e2a,04/20/2016,
3985,,118,4c142407c3d041569bc92b1ac269d004,01/14/2016,
3987,,118,171c7f6ef14c416a87ac8907c58202ed,07/19/2016,
3989,,118,d238c2c94ca64d348808025afb370195,01/24/2018,
4001,,118,6cee7e5f6769472eb4151cc89eb039ce,01/13/2018,
4003,,118,6b68eed636f049968e3d32267cc31658,08/26/2016,
4005,,118,a3627a341176408c9512c6c6a8378458,09/01/2017,
4006,,118,5ff7ca206046431aacd73a359e71571e,09/28/2017,
4007,,118,1b13f0dc7eca4451bf9dc1454140846f,10/17/2015,
4009,,118,1e9bab3a7f2c4ea1ab799bebbc978859,03/30/2016,
4031,,118,2508c99e375a4cdc9832255ec65effd1,01/28/2017,
4038,,118,f86cd307248848cda600b65e282836b9,10/02/2017,
4040,,118,9bbca859a7ff43db981b10737391e550,11/04/2017,
4070,,118,b64e206f173d49fcbcae3cc5b4b4965c,06/04/2018,
4088,,118,76a37e94728b4b4abd31c6fda4f33855,07/02/2018,
4103,,118,fc505c0e65564765a6c65396619b444f,03/19/2018,
4111,,118,0d6ff25e524b4d1e97039c91a20113f6,02/06/2018,
4114,,118,ba1b1f46c4c04874940e60e758ce4cc3,05/23/2018,
4121,,118,43307b406e3e40d0bb66c0d6231ea2fe,10/08/2016,
4133,,118,b22d1083630c43288cf7d032eaeda6e0,08/03/2015,
4144,,118,0c5d91496aec44d6a4fff1c280a6a7d5,04/11/2018,
4146,,118,12cca3942a6641428967693f1e90d3df,07/20/2018,
4157,,118,1218e2bc59f64a619f3503e9c8b76f9d,12/09/2015,
4164,,118,5c3d71f075e04e63a34f7e091fbc5504,10/02/2015,
4186,,118,664735f5e78d4e139327164f14cb4805,09/22/2017,
4211,,118,1faf8fdf229c468ba054e98356c617b2,07/05/2016,
4228,,118,105d0d099b314fa7bf432307e1bb4166,01/03/2018,
4230,,118,3c76c38021e6465382c960230b141b88,09/30/2015,
4235,,118,5aa63763bb0c4548b0a30f451e75b365,08/14/2017,
4270,,118,93b666004615427ea166af9f027eef42,04/25/2017,
4276,,118,9a0f56740b7a46e8b03138e0fee212e8,10/24/2017,
4283,,118,90f4075d71ba44029655b4b0fb42603f,11/01/2017,
4297,,118,faffe5ce24c343a39805bfe0f98c77c4,04/09/2014,
4304,,118,7b29e39112d44169991068b354ebc3c9,01/16/2018,
4313,,118,9c692f9c82634eae9b881367b008c242,12/05/2015,
4320,,118,ae9c7e677a7c4089a180c98f491fec68,07/31/2015,
4322,,118,353697e3573c49cebed67da5d6fb49f9,02/10/2018,
4324,,118,f508184a347e4ffe9cf3c56ea7b04834,01/21/2017,
4325,,118,aa5405c344f64012835c5c49cbbb9df9,09/07/2017,
4332,,118,ffede3b700ac41d6a266fa1ba74b4f16,07/04/2018,
4351,,118,ccf7ab23a3e849a0b35b6b6adb826aa4,02/17/2018,
4355,,118,573adebe44ec4d2c83bb83a3b3e96767,04/03/2017,
4361,,118,718c019dbda445348c10f512fca3a6bf,01/08/2017,
4378,,118,af0acc34b33140289fedc26d34ba3e85,01/14/2016,
4387,,118,05f5d803302a40d78b0724c86022c7cc,08/16/2015,
4397,,118,ff5a3d93c39e40d0a56a65673350cfab,12/05/2017,
4419,,118,46738033b03d407bba6224786b6fa288,11/22/2015,
4420,,118,87f97b3f87604c3b8671e86091b755dc,11/25/2017,
4432,,118,c33c236fec0c4a3ba91389f33c7b7547,03/25/2016,
4434,,118,00116118485d4dfda04fdbaba9a87b5c,04/25/2018,
4439,,118,48f7bc851d79485aba255b24325f4649,02/21/2018,
4458,,118,32fde4e7af274009a288b2268f994af6,04/14/2016,
4461,,118,e222dad0c0ff4efaa9404dd9573567c1,03/09/2016,
4469,,118,77efdc54d1c84eb382a3bb1b87322b0e,10/14/2014,
4470,,118,caa100b2b89c42fb8871139c5d0f445f,06/30/2017,
4480,,118,565bfc57948a485f92822b95994d62ba,11/11/2016,
4483,,118,0c9cba93f6454c16bdb698683072438b,06/21/2018,
4484,,118,76123a797b0d4ced9a1bb1fd904c1c3c,12/08/2014,
4493,,118,bdc01fa3a83c4913972c79b34443e152,07/15/2018,
4496,,118,aeb042db70ab4c138f08a5c50d666e59,11/07/2017,
4507,,118,e51edf76d2d04cc5aa78d6fa204384e9,07/26/2016,
4513,,118,9d15e156105d4fb083ee65932ef6fe26,01/31/2018,
4523,,118,79f05a2866bb4c7a808604aa178e43f7,08/08/2017,
4528,,118,8d041a344de14de1af61420f32387931,01/27/2017,
4530,,118,edddd144020249c381fee7be612e7b6d,08/15/2017,
4575,,118,c97f4e8df4d84315b3fc727895c165d9,05/23/2016,
4584,,118,dad8efdccb7e47ee8e628db1b61c847c,07/01/2018,
4587,,118,2847621b6efc4ad5a039fe338fef2890,10/21/2015,
4590,,118,5417cd56b9884f26b4cb0cd15b9aafc4,11/24/2016,
4593,,118,41937f6173f443d3a5d5dfb5ad67746d,02/19/2018,
4615,,118,6eaecf5a6f75472db3e79e4c346ac318,10/13/2016,
4623,,118,689beb5e5dee4b998b22b1997a291f75,03/13/2016,
4630,,118,a245499a51c948829ac0825d9c669ee8,03/17/2018,
4640,,118,85240db9bdca4e5486b9837ae5ceea59,11/12/2017,
4641,,118,e7593c299cd84b9f9b2c5d170ebc36df,01/22/2018,
4655,,118,b6414121421d43b5b45cdd70f1f1c8d1,01/22/2016,
4686,,118,66871162ec084d02aeaf45791bea91fe,01/25/2016,
4689,,118,916e3f0e54ac41349f8da721d1ab233a,10/30/2017,
4702,,118,a1ef9bf697a440108744e7e236b6e05b,09/26/2017,
4712,,118,38c60a8b1136438690a80c3b5a211200,11/17/2016,
4716,,118,1859c25e140e4573bdb447a55508ee19,02/06/2018,
4719,,118,03659e112e884f38afa963dcb243c6a6,12/29/2017,
4732,,118,fa4afa7ddb4241c0b578e35e8a107a6c,09/14/2017,
4746,,118,ef0eb362a927490eacc98737c8be50f8,08/28/2017,
4763,,118,c59c4fd965a0445fb46982546d4f7e85,03/22/2016,
4767,,118,3f23b1c6fdf04e998edf32892e73a604,06/19/2018,
4772,,118,8cc34b8f120d49c8bee8473e75b183cf,01/17/2018,
4775,,118,37f13b975b2a46639b1d5148bcc08979,05/13/2018,
4779,,118,b9106ce88cee435196f0314db1989b63,06/01/2016,
4781,,118,c0852430ada44573a218de7c3b92abbe,09/22/2015,
4788,,118,9ab72a00dcf34cd1a9e6383c908f5652,08/19/2017,
4797,,118,c24ab1ea4d9a4e85971c7708c8cc5d2e,08/30/2016,
4798,,118,e789213c809347128dd9fe36a0db7f1a,12/21/2017,
4804,,118,bd1887db645549479e247390110b464b,09/01/2017,
4807,,118,1b8f65e946354bf481d92ea58caa729e,07/04/2016,
4808,,118,beb23fe2d754426b9376449d5668990a,04/19/2016,
4822,,118,1b59e70b05e54356af6832ac10eba27e,04/05/2018,
4824,,118,26a60b8bdb17403abf9cead05632d0f1,02/14/2017,
4845,,118,efc4e7da24314413a228f0dc6651e249,05/06/2018,
4850,,118,aa2290ff63b145a19ebc6e86a3719ca7,06/23/2017,
4855,,118,58566614c9b3417eb7e64ca4230364d2,01/20/2018,
4866,,118,6c295cd6d1574a8c9b417b8ca7305827,08/13/2017,
4871,,118,77d39ccc06104bb79334b39f3b230b3c,07/30/2017,
4884,,118,e1f1cf94916e455b9c9bbe3efcfc36dd,03/18/2018,
4913,,118,7dad548ac52b4e23808b2457bd4a9143,09/30/2017,
4922,,118,511d8232e384437b99268226c8a5bb95,05/03/2016,
4940,,118,5a2e7b544b5b43e98e6eec69c3e6a21c,12/25/2017,
4953,,118,2d34608251f544bab8cc9c888d979037,02/19/2016,
4956,,118,fe4e1ca704f5436ab5a213740e855925,03/06/2018,
4967,,118,10959e2d58c44e619045135b32b4f255,04/24/2017,
4971,,118,222ba48d2c664296a265201b7b7b6089,09/03/2015,
4982,,118,47e7f9c17bbe4562b6e85b8136a1c9a0,09/14/2016,
4983,,118,28ddc2fd0f9344008828d2fd1d846e24,05/28/2016,
4995,,118,a3e1d4763dfd4b44bae6fc219c9b2681,11/30/2017,
4996,,118,22588cd5f5e14859b153c7e9221085bd,10/28/2016,
5030,,118,62964b89979b4e91b8d33ff7d2cf4e86,05/21/2017,
5038,,118,22ada0ed66d34eb19a42463454b9e75c,06/07/2018,
5041,,118,dd5193766e734094bdc27005f9433648,10/30/2016,
5061,,118,a0cf2983634744b09f7b2a05a85d869a,12/09/2017,
5087,,118,ecb5284a1b964eb893e5cf31a93b12bc,06/23/2018,
5088,,118,d3f70877b0ad4c909bce4f7960ba0f2c,10/21/2017,
5104,,118,912b9f623b9e4b4eb99b6dc919f09a93,09/26/2017,
5107,,118,72f26c7826174e8d8426e02ee335f9f9,12/07/2017,
5124,,118,4265aed052a445d8a7e72c9ae16b77e0,05/21/2017,
5129,,118,56ce169a5a5b47e1b2028c663d3a11eb,12/18/2017,
5133,,118,fb53e5301e52408dac5bf1b9366f277a,01/04/2018,
5152,,118,10fb6eee170242c1b1ad9fc2299f5485,05/01/2018,
5160,,118,ad254435fe7f49ffae09bbfe211ccf78,02/28/2016,
5170,,118,ac994f56c4c7421d965105a11bf10795,11/03/2016,
5181,,118,accff78e2b0e4698b7ea680e41cea850,04/16/2018,
5196,,118,a0eb962745114f9f922b67a17940771a,03/09/2018,
5208,,118,cb8d6a9494a641108a1f7f48045e9218,11/20/2017,
5224,,118,a3f5094b815843fe9061c37c3ae99406,02/05/2014,
5228,,118,663884323bd64c2ea720507e44b1b322,04/27/2018,
5259,,118,cc8517a6a22448f6b604fae44ea2bd51,10/27/2017,
5273,,118,301bfa0e367041db91e6963c1bde4500,08/04/2016,
5277,,118,1b4bf9e26285487f9db6dd6ea0f233d6,05/20/2018,
5279,,118,4956e3bb1bb346ed9e6b1a7e08a4ca3a,03/30/2016,
5287,,118,e61a24fce42842d092ca35298b5fb94c,04/27/2018,
5297,,118,4e8542289655439fad992672ed3392d8,01/13/2018,
5302,,118,f5dbbcc3948e43b8975e6ab6664e5bd2,08/07/2017,
5303,,118,2e8e627725e649479bf98df3764d085a,05/11/2016,
5306,,118,cd546f99686e4615b393eb5a3c20c19d,01/18/2018,
5308,,118,70cb9657490647978664229c0fd3ecbf,08/22/2017,
5310,,118,bfd771e3110b499cba04282c76701688,11/22/2017,
5312,,118,a1823a6fd86b4d88905c5e9339c86db1,06/13/2017,
5322,,118,9d3cf2c5c0ab49f98dff4babaa56211a,02/15/2018,
5326,,118,99300e5d57214184a8f6486039b9eae8,05/11/2018,
5327,,118,30aad290db6a4c198edf5fd4c00c3553,10/21/2017,
5357,,118,73b88314a21d4117b72d50a537f8883c,07/18/2017,
5360,,118,73fc80ed171440d3b993ad95ca598c94,02/12/2018,
5361,,118,ca4208aa39a14308b1a25c91f5db6137,04/12/2018,
5368,,118,867c1207f19944cfa45ed38a525d2a1a,01/10/2016,
5373,,118,bb6e1c4b0c814c0d95fefd429c608295,09/19/2014,
5378,,118,31b08456da224513ac85c76d39df3dc5,04/10/2016,
5379,,118,8bf8695026e34614b64f99cc3ebabfea,11/16/2016,
5406,,118,43bff596145f4aaba066c31ff63e8a91,11/01/2015,
5417,,118,d72b53c63ec747f281c16c1b3f536d72,10/14/2017,
5423,,118,681135bb7b08436cb7488c666968993c,09/05/2016,
5425,,118,da7a7c0dcfcb41a8acc7864a53cf60fb,08/01/2017,
5426,,118,279e4e1e7b5741669a6f382b45ea203f,07/16/2016,
5429,,118,4e44f82e6e1f437d9889fbff180e69f2,11/12/2017,
5440,,118,a16c2818b2ab4065801b1be1f1fecaf3,09/15/2017,
5462,,118,5c88ee3a82f04c4387bafc80311cc038,08/21/2016,
5470,,118,14eebb44a86943ba84953d42523855e5,07/05/2018,
5474,,118,35ac1273610d47748c93124564f477df,01/20/2017,
5505,,118,8109d451a16e4e2690383f084e575a57,03/14/2016,
5507,,118,4c5faf98100a4b4d8837c55156439d8e,08/05/2015,
5508,,118,03533ca5a4244ca3ac48b9c8ccba8332,10/24/2016,
5509,,118,2db09869f648456788b2b7953ca32a35,02/17/2018,
5531,,118,9af675b1fa8d47879fd65ac0835c70b8,07/06/2018,
5545,,118,e1251ca419a84273a8a974fe61d3c69e,04/23/2016,
5570,,118,bb700a9162344956994b2eba35b9f0d9,11/05/2017,
5577,,118,7b1e717070724a7c8d5422dd04abf78a,04/19/2016,
5578,,118,b9d07d53d8944f4b865990b52e532710,09/24/2016,
5579,,118,6745a29fd137422c86b573d1f5c2a9ab,05/12/2018,
5581,,118,7c67fa6c747e41b784c0065e240eb3ec,05/25/2017,
5583,,118,9c563cf237064fd39cf150e0d386c135,02/04/2016,
5592,,118,ae42972c2f1a4c5e911a1d5f2e59bde3,04/05/2017,
5608,,118,26982ffe1e974c71bed1036e5ce0c167,03/01/2016,
5628,,118,3c67bf028e684c71b3b3dca7a55522fa,05/27/2018,
5640,,118,0914283b4a2948d18d7978e28f10ef1f,07/19/2018,
5643,,118,2bf7e519dfca407c8287f756717345b9,12/07/2017,
5651,,118,a5431e42ade040998067339b7bd2833a,06/25/2018,
5666,,118,009d10c2c38a4fd795a7bc6ddbbddb78,06/27/2018,
5667,,118,af4919b9f0f04ec889c274703535c746,03/26/2018,
5670,,118,f094fae8936e4c38b5bef23428f71961,07/28/2017,
5685,,118,6d59a38df44f4ba582b95df14531306b,06/17/2016,
5698,,118,c78abf0d352b461dbe40bc500a591491,10/12/2016,
5724,,118,8a7ee6531f1043feb0c398b8e4549e41,07/28/2016,
5729,,118,1bdb72b74a1c45dfaa55fde628c23580,12/17/2017,
5740,,118,a155c47e0f8b40efa3ff1f16112f8f68,08/23/2017,
5750,,118,70837cfc2ebd48dba6f92f6c685d88e1,08/29/2017,
5752,,118,99cc71b6809a4570b947e65e102f55e4,05/30/2018,
5757,,118,0e84f26096b14faa9ee343d703681c38,03/15/2018,
5758,,118,9dcaa45110564728b0e43b053c5644f6,04/10/2016,
5762,,118,d09c99f76c7d4fbf9fc7ae5c833f3e38,10/22/2016,
5765,,118,7c5c8800b9ac44fc9bf8bff7eb2ecb7f,07/28/2017,
5766,,118,1c3df5c135b541eb8f5ac99266e78b47,01/07/2017,
5769,,118,741345d6824d458d9e9527c7c83befff,11/01/2017,
5770,,118,47496e5b63b04a95a8af75620af7949b,01/08/2018,
5775,,118,ccec40a018514c05a09dc7cf77ea39f6,08/13/2016,
5784,,118,e85fe1d186db4fc3a20fa89867d40237,09/16/2017,
5792,,118,1c6374cf326748ba9f05dcdb0bd4381b,01/06/2016,
5797,,118,b209f58bcf7e458e889ce5842b8a5e9b,02/28/2015,
5806,,118,f0925df3e48047e7a499bb1e92cc2271,04/09/2018,
5807,,118,d072aff43dfc4d64a572e871c1872ddb,12/01/2015,
5817,,118,116393991ba444a8b21f3e4138318e67,08/30/2017,
5819,,118,7b30262eef3d4ea69aa84fa09aee70ed,12/30/2017,
5825,,118,fd29f0057d704acab6c6ab0162dc2f6c,06/18/2016,
5834,,118,08c7da2729124558865ab2aa17692fba,04/07/2016,
5835,,118,b69d33d582fa4ffbbe9f1fd022f24463,09/13/2016,
5847,,118,65989c06151f4484b44371715086ed7a,10/23/2017,
5870,,118,bd78115dd95f414792666db25ef85f27,09/28/2015,
5875,,118,9005b91944a54323993fa61c7cd611f6,12/10/2017,
5885,,118,8cded7272788493a8e71cf419722b66a,07/12/2016,
5888,,118,3c99b9da98fe465190e624ae69b0234b,05/14/2016,
5901,,118,98a0906086e94e4cab5e8b6347a1f5ee,11/29/2017,
5908,,118,d1b648a2cfaf43b6b0d1dfecc59b5418,11/05/2016,
5917,,118,ad65a262ec514c54b844e2f05ae28916,02/14/2017,
5920,,118,7d6a59f524ac4133874049ac68b93bb2,02/25/2017,
5930,,118,4b29c7edc4294b5b913708ea4ea2035f,04/22/2018,
5931,,118,f7d4ff581bf14af080e491a5a13c071f,01/12/2018,
5935,,118,349c817d5ca24c72953948c5180cd3d3,09/29/2015,
5938,,118,6c6e608242534d68bc1ad45a2d547080,09/05/2016,
5947,,118,4baac02ea84449cf8aa4e734345f0f22,08/01/2016,
5958,,118,319826c78dad4e9db01545a5f20a456c,12/29/2017,
5990,,118,47abadbaaee341bb88b46de222ba4a39,07/30/2017,
5992,,118,5a4053f39a4345d39272565265d471ec,06/05/2018,
6003,,118,734a07f3c450454286c2897ab1ab48fa,04/09/2017,
6009,,118,edbc758c7c064562bb700298db948853,07/23/2017,
6017,,118,4b76b110c65f4132bcc6456be80a8acb,05/06/2015,
6025,,118,254f698dcae34b2c890fcadf51bdf3d6,04/27/2018,
6036,,118,03ab43c52f3f44e3879910eaf9cd138d,11/19/2017,
6037,,118,60f21ab81cbb4bb49ae7df78d3d7935f,10/21/2017,
6038,,118,03aaca8d2f4448a0a1a4bc1423b3b45a,10/14/2017,
6060,,118,146879f8073243259c32cba0e14c74cd,03/05/2018,
6066,,118,dc932ed16bb64de7951e0863fec3f7da,07/24/2016,
6095,,118,8e0f512b4278472782bd4e1154cfa3b5,06/27/2017,
6102,,118,2db61a3a068147919d840b27ee5b77ef,02/26/2016,
6103,,118,93c572a0a4f64636845c2a68aa84ac74,03/11/2018,
6105,,118,f26b1197f515468cb0ffe50fea8c1e0b,01/21/2017,
6113,,118,c7014f7bc14d428d960f0ab15be98ba1,05/03/2018,
6123,,118,ccc4d0442c45440bacce6b03350cf52a,07/16/2018,
6127,,118,29de41913def4eb1910b6b0959b216f5,05/16/2018,
6131,,118,c65f8c819202456c8b19be061a5f71ad,05/09/2016,
6135,,118,c67b107ebbc642549436c9b33e987bff,01/25/2018,
6143,,118,5ebaee051289489da4f8c9c63d7b505f,11/23/2015,
